Customer,Purchases,Sales,Months
2-1000783,1,224,0
2-1000784,1,964,0
2-1000785,1,488,0
2-1000790,1,419.2,0
2-1000791,1,593,0
2-1000793,1,468,0
2-1000794,1,1316,0
2-1000795,1,688,0
2-1000798,1,423,0
2-1000799,1,78,0
2-1000800,1,546,0
2-1000802,1,388,0
2-1000803,1,226,0
2-1000805,1,964,0
2-1000806,1,402.8,0
2-1000807,1,688,0
2-1000808,1,154,0
2-1000809,1,358,0
2-1000812,1,214,0
2-1000813,1,448,0
2-1000814,1,503,0
2-1000815,1,154,0
2-1000817,1,503,0
2-1000818,1,548,0
2-1000819,1,174,0
2-1000820,1,492,0
2-1000821,1,174,0
2-1000822,1,334,0
2-1000823,1,1498,0
2-1000824,1,208,0
2-1000825,1,428,0
2-1000827,1,862,0
2-1000828,1,428,0
2-1000829,1,713,0
2-1000831,1,473,0
2-1000832,1,428,0
2-1000834,1,428,0
2-1000835,1,2035.2,0
2-1000836,1,642,0
2-1000837,1,254,0
2-1000838,1,731,0
2-1000839,1,368,0
2-1000840,1,354,0
2-1000841,1,194,0
2-1000842,1,368,0
2-1000843,1,194,0
2-1000844,1,184,0
2-1000845,1,304,0
2-1000846,1,1101,0
2-1000848,1,348,0
2-1000849,1,194,0
2-1000851,1,448,0
2-1000853,1,254,0
2-1000858,1,254,0
2-1000860,1,343,0
2-1000861,1,583,0
2-1000863,1,568,0
2-1000864,1,418,0
2-1000866,1,528,0
2-1000867,1,876,0
2-1000868,1,636,0
2-1000869,1,254,0
2-1000870,1,368,0
2-1000874,1,348,0
2-1000875,1,324,0
2-1000876,1,1096,0
2-1000878,1,328,0
2-1000879,1,234,0
2-1000882,1,348,0
2-1000883,1,553,0
2-1000884,1,448,0
2-1000885,1,548,0
2-1000886,1,183,0
2-1000887,1,426.8,0
2-1000888,1,164,0
2-1000889,1,588.8,0
2-1000890,1,448,0
2-1000891,1,334,0
2-1000892,1,490.8,0
2-1000893,1,164,0
2-1000894,1,828,0
2-1000895,1,528,0
2-1000899,1,1270,0
2-1000900,1,498.5,0
2-1000902,1,613,0
2-1000904,1,610.8,0
2-1000905,1,388,0
2-1000906,1,328,0
2-1000907,1,274,0
2-1000911,1,368,0
2-1000912,1,448,0
2-1000913,1,194,0
2-1000915,1,683,0
2-1000918,1,194,0
2-1000920,1,568,0
2-1000922,1,453,0
2-1000923,1,324,0
2-1000925,1,633,0
2-1000926,1,626,0
2-1000927,1,482,0
2-1000928,1,254,0
2-1000930,1,568,0
2-1000931,1,528,0
2-1000932,1,706,0
2-1000933,1,234,0
2-1000934,1,274,0
2-1000935,1,448,0
2-1000937,1,428,0
2-1000938,1,361.5,0
2-1000939,1,234,0
2-1000940,1,316.5,0
2-1000941,1,488,0
2-1000945,1,328,0
2-1000946,1,463,0
2-1000948,1,678,0
2-1000950,1,371.5,0
2-1000951,1,482,0
2-1000952,1,428,0
2-1000955,1,184,0
2-1000956,1,204,0
2-1000957,1,264.8,0
2-1000958,1,608,0
2-1000960,1,481,0
2-1000962,1,582,0
2-1000963,1,508,0
2-1000964,1,194,0
2-1000965,1,82.5,0
2-1000966,1,378,0
2-1000967,1,706,0
2-1000968,1,512.8,0
2-1000969,1,820,0
2-1000971,1,328,0
2-1000972,1,328,0
2-1000976,1,637,0
2-1000977,1,1510,0
2-1000978,1,408,0
2-1000979,1,568,0
2-1000980,1,353,0
2-1000983,1,428,0
2-1000984,1,383,0
2-1000985,1,388,0
2-1000986,1,192.8,0
2-1000987,1,523,0
2-1000988,1,418,0
2-1000989,1,443,0
2-1000990,1,712,0
2-1000993,1,1008,0
2-1000994,1,448,0
2-1000995,1,502,0
2-1000996,1,446,0
2-1000999,1,428.25,0
2-1001000,1,508,0
2-1001001,1,1124,0
2-1001002,1,642,0
2-1001003,1,154,0
2-1001004,1,443,0
2-1001005,1,831,0
2-1001006,1,348,0
2-1001007,1,348,0
2-1001008,1,1456,0
2-1001009,1,483,0
2-1001010,1,608,0
2-1001012,1,551.8,0
2-1001015,1,696,0
2-1001016,1,344,0
2-1001017,1,184,0
2-1001018,1,428,0
2-1001019,1,468,0
2-1001020,1,488,0
2-1001022,1,324,0
2-1001023,1,274,0
2-1001024,1,164,0
2-1001026,1,2798,0
2-1001027,1,1842,0
2-1001028,1,608,0
2-1001029,1,328,0
2-1001031,1,433,0
2-1001032,1,513,0
2-1001033,1,376,0
2-1001034,1,523,0
2-1001035,1,368,0
2-1001036,1,328,0
2-1001039,1,174,0
2-1001040,1,348,0
2-1001043,1,289,0
2-1001048,1,214,0
2-1001049,1,184,0
2-1001050,1,966,0
2-1001054,1,1397,0
2-1001055,1,304,0
2-1001056,1,368,0
2-1001057,1,224,0
2-1001058,1,394,0
2-1001059,1,746,0
2-1001060,1,428,0
2-1001061,1,408,0
2-1001062,1,448,0
2-1001065,1,502,0
2-1001066,1,214,0
2-1001067,1,242,0
2-1001069,1,735.5,0
2-1001072,1,204,0
2-1001073,1,508,0
2-1001074,1,428,0
2-1001075,1,1848,0
2-1001076,1,428,0
2-1001077,1,328,0
2-1001078,1,748,0
2-1001079,1,328,0
2-1001080,1,224,0
2-1001081,1,428,0
2-1001083,1,1016,0
2-1001085,1,349,0
2-1001086,1,348,0
2-1001087,1,254,0
2-1001088,1,1266,0
2-1001089,1,194,0
2-1001090,1,428,0
2-1001091,1,408,0
2-1001092,1,772,0
2-1001093,1,187.2,0
2-1001094,1,428,0
2-1001095,1,224,0
2-1001096,1,388,0
2-1001097,1,348,0
2-1001098,1,304,0
2-1001099,1,688,0
2-1001103,1,324,0
2-1001104,1,736,0
2-1001106,1,388,0
2-1001107,1,368,0
2-1001108,1,712,0
2-1001109,1,728,0
2-1001110,1,204,0
2-1001111,1,386.5,0
2-1001113,1,408,0
2-1001114,1,518,0
2-1001116,1,919,0
2-1001117,1,528,0
2-1001118,1,996,0
2-1001119,1,451,0
2-1001122,1,164,0
2-1001123,1,164,0
2-1001124,1,164,0
2-1001125,1,348,0
2-1001126,1,388,0
2-1001128,1,184,0
2-1001130,1,708,0
2-1001131,1,448,0
2-1001134,1,468,0
2-1001137,1,408,0
2-1001138,1,448,0
2-1001140,1,563,0
2-1001141,1,448,0
2-1001142,1,468.8,0
2-1001144,1,417,0
2-1001145,1,888.8,0
2-1001147,1,368,0
2-1001149,1,348,0
2-1001150,1,164,0
2-1001151,1,386,0
2-1001152,1,646,0
2-1001153,1,346,0
2-1001154,1,164,0
2-1001155,1,224,0
2-1001158,1,636,0
2-1001159,1,856,0
2-1001160,1,443,0
2-1001162,1,213,0
2-1001163,1,250,0
2-1001164,1,736,0
2-1001165,1,388,0
2-1001170,1,522,0
2-1001171,1,348,0
2-1001172,1,588,0
2-1001178,1,164,0
2-1001179,1,428,0
2-1001181,1,9.99,0
2-1001182,1,328,0
2-1001185,1,234,0
2-1001187,1,408,0
2-1001188,1,512.8,0
2-1001189,1,473,0
2-1001192,1,328,0
2-1001195,1,503,0
2-1001196,1,408,0
2-1001197,1,588,0
2-1001198,1,148,0
2-1001199,1,779.8,0
2-1001200,1,628,0
2-1001201,1,611,0
2-1001203,1,348,0
2-1001205,1,328,0
2-1001206,1,67.5,0
2-1001208,1,281.5,0
2-1001210,1,388,0
2-1001211,1,67.5,0
2-1001212,1,516,0
2-1001213,1,221,0
2-1001214,1,344,0
2-1001215,1,876,0
2-1001216,1,174,0
2-1001217,1,453,0
2-1001218,1,696,0
2-1001219,1,222,0
2-1001220,1,428,0
2-1001222,1,368,0
2-1001223,1,473,0
2-1001224,1,429,0
2-1001225,1,1472,0
2-1001226,1,1972,0
2-1001227,1,473,0
2-1001228,1,328,0
2-1001229,1,78,0
2-1001232,1,1000,0
2-1001233,1,588,0
2-1001234,1,836,0
2-1001235,1,368,0
2-1001236,1,762,0
2-1001237,1,22,0
2-1001239,1,428,0
2-1001240,1,367.2,0
2-1001241,1,1230,0
2-1001243,1,428,0
2-1001244,1,343,0
2-1001245,1,636,0
2-1001246,1,483,0
2-1001247,1,408,0
2-1001248,1,348,0
2-1001250,1,348,0
2-1001251,1,138,0
2-1001252,1,368,0
2-1001256,1,38,0
2-1001257,1,204,0
2-1001258,1,428,0
2-1001259,1,348,0
2-1001260,1,492,0
2-1001262,1,328,0
2-1001263,1,583,0
2-1001264,1,448,0
2-1001265,1,248,0
2-1001267,1,548,0
2-1001268,1,1074,0
2-1001269,1,62,0
2-1001270,1,716,0
2-1001271,1,274,0
2-1001273,1,508,0
2-1001274,1,328,0
2-1001276,1,348,0
2-1001277,1,2257,0
2-1001278,1,736,0
2-1001279,1,138,0
2-1001280,1,408,0
2-1001281,1,568,0
2-1001282,1,174,0
2-1001283,1,1144,0
2-1001284,1,408,0
2-1001285,1,446.8,0
2-1001286,1,408,0
2-1001287,1,428,0
2-1001288,1,736,0
2-1001289,1,380.8,0
2-1001290,1,408,0
2-1001293,1,750,0
2-1001297,1,473,0
2-1001298,1,348,0
2-1001299,1,408,0
2-1001300,1,408,0
2-1001302,1,490.8,0
2-1001307,1,408,0
2-1001308,1,32,0
2-1001309,1,446,0
2-1001310,1,234,0
2-1001311,1,676,0
2-1001312,1,583.8,0
2-1001313,1,608,0
2-1001314,1,433,0
2-1001315,1,408,0
2-1001316,1,368,0
2-1001317,1,453,0
2-1001319,1,164,0
2-1001320,1,388,0
2-1001321,1,388,0
2-1001322,1,428,0
2-1001323,1,728,0
2-1001324,1,548,0
2-1001325,1,646,0
2-1001326,1,328,0
2-1001327,1,328,0
2-1001328,1,578,0
2-1001329,1,708,0
2-1001331,1,608,0
2-1001332,1,238,0
2-1001335,1,388,0
2-1001337,1,518,0
2-1001338,1,328,0
2-1001339,1,428,0
2-1001340,1,348,0
2-1001341,1,383,0
2-1001343,1,588,0
2-1001344,1,403,0
2-1001345,1,473,0
2-1001346,1,214,0
2-1001347,1,793,0
2-1001348,1,768,0
2-1001349,1,428,0
2-1001350,1,568,0
2-1001351,1,408,0
2-1001352,1,473,0
2-1001353,1,1024,0
2-1001354,1,393,0
2-1001355,1,348,0
2-1001357,1,994,0
2-1001359,1,148,0
2-1001360,1,756,0
2-1001361,1,388,0
2-1001362,1,408,0
2-1001363,1,1606,0
2-1001364,1,492,0
2-1001365,1,428,0
2-1001366,1,388,0
2-1001367,1,1428,0
2-1001368,1,428,0
2-1001369,1,328,0
2-1001370,1,448,0
2-1001371,1,348,0
2-1001373,1,2160,0
2-1001374,1,623,0
2-1001375,1,448,0
2-1001376,1,304,0
2-1001377,1,368,0
2-1001381,1,968,0
2-1001382,1,753,0
2-1001383,1,220.8,0
2-1001384,1,816,0
2-1001387,1,204,0
2-1001388,1,756,0
2-1001391,1,463,0
2-1001392,1,148,0
2-1001394,1,668,0
2-1001396,1,628,0
2-1001397,1,263,0
2-1001399,1,468,0
2-1001400,1,424.8,0
2-1001403,1,173,0
2-1001404,1,308,0
2-1001407,1,234,0
2-1001408,1,428,0
2-1001409,1,408,0
2-1001410,1,508,0
2-1001411,1,388,0
2-1001412,1,304,0
2-1001413,1,568,0
2-1001414,1,386,0
2-1001415,1,548,0
2-1001416,1,468,0
2-1001417,1,408,0
2-1001418,1,716,0
2-1001419,1,3094.5,0
2-1001420,1,688,0
2-1001421,1,637.8,0
2-1001422,1,423,0
2-1001424,1,456,0
2-1001425,1,408,0
2-1001426,1,388,0
2-1001427,1,219,0
2-1001428,1,736,0
2-1001429,1,796,0
2-1001430,1,528,0
2-1001431,1,204,0
2-1001432,1,568,0
2-1001433,1,656,0
2-1001435,1,418,0
2-1001436,1,476.12,0
2-1001437,1,716,0
2-1001440,1,328,0
2-1001443,1,448,0
2-1001444,1,373,0
2-1001445,1,353,0
2-1001446,1,1144,0
2-1001447,1,403,0
2-1001450,1,408,0
2-1001452,1,304,0
2-1001453,1,443,0
2-1001454,1,328,0
2-1001455,1,268,0
2-1001456,1,796,0
2-1001457,1,408,0
2-1001458,1,368,0
2-1001459,1,428,0
2-1001460,1,388,0
2-1001462,1,1453,0
2-1001463,1,836,0
2-1001464,1,438,0
2-1001465,1,408,0
2-1001466,1,597,0
2-1001468,1,656,0
2-1001470,1,466,0
2-1001472,1,408,0
2-1001474,1,160.8,0
2-1001478,1,443,0
2-1001479,1,348,0
2-1001480,1,348,0
2-1001481,1,548,0
2-1001482,1,468,0
2-1001485,1,303,0
2-1001487,1,388,0
2-1001489,1,768,0
2-1001492,1,428,0
2-1001493,1,238,0
2-1001494,1,368,0
2-1001498,1,308,0
2-1001499,1,408,0
2-1001500,1,1016,0
2-1001501,1,503,0
2-1001502,1,816,0
2-1001503,1,348,0
2-1001505,1,1269,0
2-1001506,1,388,0
2-1001507,1,328,0
2-1001509,1,318,0
2-1001510,1,298,0
2-1001511,1,448,0
2-1001512,1,538,0
2-1001515,1,375.8,0
2-1001516,1,681,0
2-1001517,1,808,0
2-1001518,1,328,0
2-1001519,1,423,0
2-1001520,1,348,0
2-1001522,1,446.8,0
2-1001524,1,676,0
2-1001525,1,127.5,0
2-1001527,1,358.8,0
2-1001528,1,388,0
2-1001529,1,796,0
2-1001530,1,428,0
2-1001531,1,503,0
2-1001532,1,628,0
2-1001533,1,388,0
2-1001534,1,388,0
2-1001535,1,523,0
2-1001537,1,448,0
2-1001538,1,408,0
2-1001539,1,1114,0
2-1001540,1,456,0
2-1001541,1,448,0
2-1001542,1,528,0
2-1001543,1,448,0
2-1001544,1,298,0
2-1001545,1,448,0
2-1001546,1,278.8,0
2-1001547,1,648,0
2-1001548,1,428,0
2-1001549,1,348,0
2-1001550,1,701,0
2-1001553,1,343,0
2-1001556,1,319.2,0
2-1001557,1,2346,0
2-1001558,1,1164,0
2-1001559,1,388,0
2-1001560,1,1244,0
2-1001561,1,408,0
2-1001563,1,428,0
2-1001564,1,508,0
2-1001565,1,428,0
2-1001567,1,408,0
2-1001569,1,448,0
2-1001570,1,248.8,0
2-1001571,1,423,0
2-1001574,1,843,0
2-1001575,1,448,0
2-1001576,1,512.8,0
2-1001578,1,135,0
2-1001579,1,448,0
2-1001581,1,568,0
2-1001583,1,443,0
2-1001584,1,944,0
2-1001586,1,887,0
2-1001588,1,347.8,0
2-1001589,1,696,0
2-1001592,1,348,0
2-1001593,1,328,0
2-1001595,1,563,0
2-1001596,1,856,0
2-1001597,1,473,0
2-1001598,1,443,0
2-1001600,1,1516,0
2-1001606,1,408,0
2-1001609,1,198,0
2-1001610,1,328,0
2-1001612,1,1628,0
2-1001613,1,408,0
2-1001615,1,448,0
2-1001616,1,448,0
2-1001617,1,98,0
2-1001618,1,646,0
2-1001621,1,428,0
2-1001623,1,508,0
2-1001624,1,348,0
2-1001625,1,408,0
2-1001626,1,433,0
2-1001627,1,868,0
2-1001628,1,108,0
2-1001630,1,831,0
2-1001631,1,608,0
2-1001632,1,463,0
2-1001633,1,448,0
2-1001634,1,45,0
2-1001635,1,388,0
2-1001636,1,328,0
2-1001638,1,543,0
2-1001639,1,403,0
2-1001640,1,896,0
2-1001641,1,108,0
2-1001643,1,448,0
2-1001644,1,328,0
2-1001647,1,328,0
2-1001648,1,368,0
2-1001650,1,328,0
2-1001651,1,408,0
2-1001652,1,503,0
2-1001653,1,568,0
2-1001654,1,428,0
2-1001655,1,243,0
2-1001656,1,588,0
2-1001657,1,231,0
2-1001659,1,816,0
2-1001661,1,553,0
2-1001662,1,348,0
2-1001663,1,676,0
2-1001664,1,508,0
2-1001665,1,739,0
2-1001668,1,168,0
2-1001669,1,146.2,0
2-1001670,1,158,0
2-1001681,1,483,0
2-1001682,1,776,0
2-1001683,1,428,0
2-1001684,1,568,0
2-1001685,1,798.8,0
2-1001686,1,428,0
2-1001687,1,328,0
2-1001688,1,696,0
2-1001691,1,1044,0
2-1001692,1,143,0
2-1001693,1,644.8,0
2-1001694,1,368,0
2-1001697,1,380.8,0
2-1001698,1,778,0
2-1001699,1,558,0
2-1001701,1,388,0
2-1001702,1,2985,0
2-1001703,1,836,0
2-1001707,1,170,0
2-1001708,1,423,0
2-1001709,1,438,0
2-1001710,1,408,0
2-1001712,1,210.8,0
2-1001713,1,402.8,0
2-1001714,1,232.8,0
2-1001715,1,348,0
2-1001716,1,468,0
2-1001717,1,408,0
2-1001718,1,752.8,0
2-1001720,1,361.8,0
2-1001721,1,468.8,0
2-1001729,1,348,0
2-1001730,1,348,0
2-1001733,1,1844,0
2-1001735,1,1796.8,0
2-1001736,1,368,0
2-1001738,1,463,0
2-1001739,1,1938.6,0
2-1001740,1,523,0
2-1001741,1,238.4,0
2-1001742,1,508,0
2-1001744,1,816,0
2-1001745,1,1652,0
2-1001746,1,403,0
2-1001748,1,468.8,0
2-1001749,1,428,0
2-1001750,1,408,0
2-1001751,1,831,0
2-1001752,1,368,0
2-1001753,1,340.8,0
2-1001754,1,308,0
2-1001755,1,448,0
2-1001757,1,543,0
2-1001759,1,463.8,0
2-1001760,1,348,0
2-1001761,1,219,0
2-1001762,1,741,0
2-1001764,1,348,0
2-1001765,1,448,0
2-1001766,1,196.8,0
2-1001768,1,348,0
2-1001769,1,363,0
2-1001770,1,223.8,0
2-1001773,1,240.8,0
2-1001774,1,241,0
2-1001776,1,154.8,0
2-1001777,1,428,0
2-1001779,1,348,0
2-1001780,1,328,0
2-1001781,1,368,0
2-1001782,1,441.8,0
2-1001783,1,403,0
2-1001784,1,563,0
2-1001785,1,623,0
2-1001787,1,428,0
2-1001788,1,190.4,0
2-1001789,1,348,0
2-1001790,1,588,0
2-1001791,1,368,0
2-1001792,1,348.8,0
2-1001793,1,428,0
2-1001794,1,798,0
2-1001795,1,78,0
2-1001796,1,38,0
2-1001797,1,130,0
2-1001799,1,1791,0
2-1001801,1,344,0
2-1001805,1,328,0
2-1001806,1,348,0
2-1001807,1,453,0
2-1001808,1,586.2,0
2-1001809,1,232.8,0
2-1001811,1,373,0
2-1001812,1,956,0
2-1001813,1,368,0
2-1001814,1,328,0
2-1001816,1,763,0
2-1001817,1,471.8,0
2-1001819,1,534.8,0
2-1001820,1,468.8,0
2-1001821,1,923,0
2-1001823,1,328,0
2-1001824,1,188,0
2-1001825,1,380.8,0
2-1001826,1,964,0
2-1001828,1,448,0
2-1001829,1,708,0
2-1001831,1,443,0
2-1001832,1,648,0
2-1001833,1,328,0
2-1001836,1,1096,0
2-1001838,1,927.8,0
2-1001840,1,549.6,0
2-1001841,1,408,0
2-1001842,1,648,0
2-1001843,1,576,0
2-1001844,1,508,0
2-1001845,1,288,0
2-1001847,1,183,0
2-1001848,1,653,0
2-1001849,1,956,0
2-1001850,1,916,0
2-1001851,1,628,0
2-1001854,1,408,0
2-1001855,1,568,0
2-1001858,1,408,0
2-1001859,1,308,0
2-1001860,1,428,0
2-1001861,1,240.8,0
2-1001863,1,448,0
2-1001864,1,348,0
2-1001865,1,388,0
2-1001866,1,428,0
2-1001869,1,756,0
2-1001871,1,88,0
2-1001872,1,128,0
2-1001873,1,423,0
2-1001875,1,448,0
2-1001876,1,483,0
2-1001877,1,996,0
2-1001881,1,251,0
2-1001882,1,1164,0
2-1001885,1,228,0
2-1001888,1,408,0
2-1001889,1,108,0
2-1001890,1,616,0
2-1001891,1,490.8,0
2-1001892,1,348,0
2-1001893,1,368,0
2-1001894,1,671,0
2-1001896,1,588,0
2-1001897,1,408,0
2-1001898,1,238,0
2-1001899,1,408,0
2-1001901,1,648,0
2-1001904,1,461.8,0
2-1001907,1,1024,0
2-1001909,1,268,0
2-1001910,1,248,0
2-1001911,1,348,0
2-1001913,1,588,0
2-1001914,1,676,0
2-1001916,1,428,0
2-1001917,1,308,0
2-1001918,1,468,0
2-1001919,1,688,0
2-1001920,1,468.8,0
2-1001923,1,688,0
2-1001924,1,548,0
2-1001927,1,368,0
2-1001928,1,653,0
2-1001930,1,113,0
2-1001932,1,568,0
2-1001933,1,644,0
2-1001934,1,368,0
2-1001935,1,568,0
2-1001937,1,566,0
2-1001938,1,696,0
2-1001939,1,88,0
2-1001941,1,328,0
2-1001942,1,328,0
2-1001943,1,348,0
2-1001945,1,393,0
2-1001947,1,238,0
2-1001950,1,488,0
2-1001952,1,568,0
2-1001955,1,228,0
2-1001958,1,408,0
2-1001959,1,548,0
2-1001960,1,508,0
2-1001962,1,1644,0
2-1001963,1,568,0
2-1001964,1,348,0
2-1001965,1,548,0
2-1001966,1,1472,0
2-1001968,1,548,0
2-1001969,1,490.8,0
2-1001970,1,388,0
2-1001971,1,408,0
2-1001972,1,996,0
2-1001975,1,1146,0
2-1001976,1,996,0
2-1001980,1,733,0
2-1001981,1,348,0
2-1001982,1,348,0
2-1001983,1,368,0
2-1001984,1,956,0
2-1001985,1,708.8,0
2-1001986,1,108,0
2-1001988,1,328,0
2-1001989,1,628,0
2-1001990,1,468,0
2-1001991,1,428,0
2-1001992,1,668,0
2-1001993,1,468.8,0
2-1001994,1,876,0
2-1001997,1,128,0
2-1001998,1,248,0
2-1001999,1,678,0
2-1002000,1,593,0
2-1002001,1,1156,0
2-1002003,1,156,0
2-1002005,1,78,0
2-1002006,1,523,0
2-1002008,1,368,0
2-1002010,1,716,0
2-1002012,1,728,0
2-1002013,1,468,0
2-1002014,1,328,0
2-1002015,1,328,0
2-1002016,1,608,0
2-1002020,1,348,0
2-1002023,1,308,0
2-1002024,1,508,0
2-1002025,1,776,0
2-1002026,1,468,0
2-1002027,1,328,0
2-1002028,1,403,0
2-1002029,1,408,0
2-1002031,1,731,0
2-1002032,1,976,0
2-1002033,1,448,0
2-1002034,1,503,0
2-1002035,1,210.8,0
2-1002036,1,488,0
2-1002037,1,488,0
2-1002038,1,348,0
2-1002039,1,533,0
2-1002040,1,428,0
2-1002041,1,708,0
2-1002042,1,428,0
2-1002043,1,238,0
2-1002044,1,512.8,0
2-1002045,1,138,0
2-1002046,1,408,0
2-1002047,1,323,0
2-1002048,1,956,0
2-1002049,1,964,0
2-1002050,1,78,0
2-1002051,1,688,0
2-1002052,1,688,0
2-1002053,1,366,0
2-1002054,1,361.8,0
2-1002055,1,348,0
2-1002059,1,128,0
2-1002060,1,428,0
2-1002061,1,348,0
2-1002065,1,388,0
2-1002066,1,588,0
2-1002068,1,113,0
2-1002071,1,308,0
2-1002073,1,896,0
2-1002074,1,388,0
2-1002075,1,433,0
2-1002076,1,468.8,0
2-1002077,1,1216,0
2-1002078,1,334,0
2-1002079,1,856,0
2-1002080,1,468,0
2-1002082,1,328,0
2-1002083,1,568,0
2-1002084,1,388,0
2-1002085,1,308,0
2-1002086,1,408,0
2-1002087,1,1724,0
2-1002088,1,568,0
2-1002090,1,736,0
2-1002091,1,443,0
2-1002092,1,408,0
2-1002093,1,608,0
2-1002096,1,1736.5,0
2-1002097,1,288,0
2-1002098,1,375.8,0
2-1002099,1,1661.5,0
2-1002101,1,628,0
2-1002106,1,163,0
2-1002107,1,608,0
2-1002110,1,588,0
2-1002111,1,956,0
2-1002112,1,751,0
2-1002113,1,568,0
2-1002114,1,3696,0
2-1002117,1,368,0
2-1002118,1,133,0
2-1002119,1,593,0
2-1002121,1,756,0
2-1002123,1,298,0
2-1002124,1,328,0
2-1002125,1,380.8,0
2-1002126,1,567.8,0
2-1002129,1,368,0
2-1002130,1,736,0
2-1002133,1,733,0
2-1002134,1,448,0
2-1002136,1,303.8,0
2-1002137,1,100,0
2-1002138,1,473,0
2-1002139,1,490.8,0
2-1002144,1,697.6,0
2-1002147,1,148,0
2-1002150,1,1016,0
2-1002151,1,728,0
2-1002152,1,25,0
2-1002153,1,249.6,0
2-1002154,1,123,0
2-1002155,1,285.6,0
2-1002156,1,38,0
2-1002157,1,593,0
2-1002158,1,431.2,0
2-1002160,1,38,0
2-1002164,1,423,0
2-1002166,1,281.8,0
2-1002167,1,1478,0
2-1002168,1,1124,0
2-1002170,1,837.8,0
2-1002171,1,568,0
2-1002172,1,822.8,0
2-1002173,1,328,0
2-1002174,1,88,0
2-1002175,1,228,0
2-1002176,1,285.6,0
2-1002177,1,148,0
2-1002180,1,368,0
2-1002181,1,403,0
2-1002182,1,403.6,0
2-1002183,1,2013.2,0
2-1002184,1,355.6,0
2-1002185,1,368,0
2-1002189,1,238,0
2-1002190,1,183,0
2-1002191,1,1073.2,0
2-1002192,1,723,0
2-1002193,1,408,0
2-1002195,1,3327.6,0
2-1002196,1,488,0
2-1002197,1,428,0
2-1002198,1,688,0
2-1002199,1,100,0
2-1002200,1,756,0
2-1002201,1,397.8,0
2-1002202,1,878.4,0
2-1002205,1,240.8,0
2-1002206,1,583,0
2-1002207,1,2843,0
2-1002208,1,348,0
2-1002209,1,1071,0
2-1002210,1,232.8,0
2-1002211,1,3384,0
2-1002212,1,408,0
2-1002213,1,228.8,0
2-1002214,1,308,0
2-1002215,1,831,0
2-1002216,1,448,0
2-1002217,1,196.8,0
2-1002218,1,668,0
2-1002221,1,244.8,0
2-1002222,1,508.8,0
2-1002225,1,2545.6,0
2-1002226,1,280.8,0
2-1002227,1,604.8,0
2-1002229,1,588,0
2-1002230,1,343.8,0
2-1002231,1,148,0
2-1002233,1,2080,0
2-1002235,1,1356,0
2-1002237,1,488.8,0
2-1002238,1,501.6,0
2-1002239,1,1219.2,0
2-1002240,1,328,0
2-1002241,1,1709.6,0
2-1002242,1,583,0
2-1002243,1,820.8,0
2-1002244,1,208.8,0
2-1002245,1,1084,0
2-1002246,1,232.8,0
2-1002247,1,728,0
2-1002248,1,568,0
2-1002249,1,360.8,0
2-1002251,1,328,0
2-1002253,1,711.6,0
2-1002254,1,568.8,0
2-1002255,1,468,0
2-1002256,1,656,0
2-1002257,1,508,0
2-1002258,1,135,0
2-1002260,1,408,0
2-1002262,1,528,0
2-1002263,1,343,0
2-1002265,1,268,0
2-1002266,1,288,0
2-1002267,1,38,0
2-1002268,1,736,0
2-1002269,1,916,0
2-1002271,1,588,0
2-1002272,1,428,0
2-1002273,1,697,0
2-1002274,1,490.8,0
2-1002277,1,423,0
2-1002279,1,408,0
2-1002281,1,488,0
2-1002282,1,375.8,0
2-1002283,1,424.8,0
2-1002284,1,508,0
2-1002288,1,408,0
2-1002290,1,548,0
2-1002293,1,551.8,0
2-1002294,1,428,0
2-1002296,1,228.8,0
2-1002297,1,93,0
2-1002298,1,90,0
2-1002302,1,534.8,0
2-1002303,1,49,0
2-1002304,1,368.8,0
2-1002306,1,402.8,0
2-1002307,1,648,0
2-1002309,1,1841,0
2-1002311,1,568,0
2-1002313,1,653,0
2-1002315,1,628,0
2-1002316,1,348,0
2-1002317,1,1156,0
2-1002318,1,388,0
2-1002321,1,78,0
2-1002322,1,684.8,0
2-1002323,1,996,0
2-1002325,1,534.8,0
2-1002327,1,716,0
2-1002328,1,483,0
2-1002329,1,343,0
2-1002330,1,466,0
2-1002331,1,25,0
2-1002332,1,208.8,0
2-1002334,1,183,0
2-1002336,1,408,0
2-1002337,1,876,0
2-1002338,1,348,0
2-1002339,1,622.8,0
2-1002340,1,268,0
2-1002342,1,368,0
2-1002345,1,408,0
2-1002347,1,528,0
2-1002348,1,148,0
2-1002349,1,1270.8,0
2-1002350,1,732.8,0
2-1002352,1,508,0
2-1002354,1,408,0
2-1002355,1,602.8,0
2-1002356,1,548,0
2-1002357,1,548,0
2-1002358,1,3098.8,0
2-1002359,1,70,0
2-1002361,1,936,0
2-1002362,1,25,0
2-1002363,1,644.8,0
2-1002364,1,419.8,0
2-1002365,1,936,0
2-1002366,1,673,0
2-1002367,1,308,0
2-1002368,1,348,0
2-1002369,1,408,0
2-1002370,1,508,0
2-1002371,1,1442.4,0
2-1002372,1,178,0
2-1002375,1,1572,0
2-1002376,1,408,0
2-1002377,1,526,0
2-1002379,1,732.8,0
2-1002380,1,476,0
2-1002381,1,836,0
2-1002382,1,565.8,0
2-1002387,1,488,0
2-1002388,1,748,0
2-1002389,1,573.8,0
2-1002391,1,622.8,0
2-1002393,1,568,0
2-1002395,1,408,0
